Instances,feature_Mean_StdDevDist,feature_Centroid_X,feature_Centroid_Y,feature_Radius,feature_FracDistinctDists_1Digit,feature_FracDistinctDists_2Digits,feature_FracDistinctDists_3Digits,feature_FracDistinctDists_4Digits,feature_RectangularArea,feature_VarNormalised_nNNds,feature_CoeffvarNormalised_nNNds,feature_NumClusters,feature_CitiesModClusters,feature_VarCitiesPerCluster,feature_NumOutliers,feature_RatioNodesNearEdgesPlane,feature_MeanRadiusEachCluster,algo_CLK_Mean_Effort,algo_LKCC_Mean_Effort,Sources
LKCCeasy_083,93.49259026,213.21,188.16,152.3375519,0.002,0.014,0.0835,0.2876,149768,0.000597689,59.95394575,4,0,104.25,1,0.59,86.10989164,26006.6,100.283,Easy_LKCC
LKCCeasy_084,94.19776567,204.63,200.22,151.7939238,0.0019,0.0138,0.083,0.2898,156812,0.000388457,47.6810072,2,0,4.5,7,0.54,114.326147,15693.5,117.747,Easy_LKCC
LKCCeasy_085,97.4849526,231.4,209.78,159.8808109,0.002,0.0136,0.0825,0.2892,150126,0.000552666,54.62534557,1,0,0,9,0.43,154.9729291,13485.9,112.061,Easy_LKCC
LKCCeasy_086,95.05477838,188.94,199.09,155.043568,0.002,0.0139,0.0824,0.2874,155630,0.000478564,53.91224779,2,0,1404.5,11,0.52,113.1646196,19682.1,100.091,Easy_LKCC
LKCCeasy_087,96.72891263,198.19,201.9,156.4452319,0.0018,0.0142,0.0828,0.2909,156418,0.000341213,49.99583806,3,1,462.3333333,12,0.61,93.87890177,18271.5,101.111,Easy_LKCC
LKCCeasy_088,101.4528203,213.25,188.99,166.2765668,0.0019,0.0136,0.0805,0.2906,154836,0.000437603,49.71513389,1,0,0,6,0.73,169.5477997,18107.5,100.96,Easy_LKCC
LKCCeasy_089,94.67515106,216.9,185.59,151.7573728,0.0019,0.0137,0.0826,0.2891,154822,0.000439012,50.75069766,2,0,2112.5,9,0.54,89.33144349,18178,100.556,Easy_LKCC
LKCCeasy_090,95.43229927,215.97,198.19,155.2161382,0.0018,0.0139,0.0831,0.289,155235,0.000385835,46.63860306,3,1,394.3333333,11,0.42,74.93696027,17936.5,118.03,Easy_LKCC
LKCCeasy_091,95.38536525,197.31,187.19,153.9720631,0.0018,0.0137,0.0827,0.2847,153270,0.00040108,53.85368271,3,1,484.3333333,11,0.47,82.72919914,24695.8,103.293,Easy_LKCC
LKCCeasy_092,91.11644622,215.23,204.72,148.3246628,0.002,0.0135,0.0809,0.283,151312,0.000683203,60.13336389,2,0,2178,10,0.49,83.71759203,30019.5,121.424,Easy_LKCC
LKCCeasy_093,97.00083635,187.21,213.79,158.4495136,0.0019,0.0138,0.0813,0.2899,158404,0.000516478,50.34423643,2,0,40.5,15,0.67,102.3573655,13345.8,116.545,Easy_LKCC
LKCCeasy_094,100.8144771,199.03,217.19,162.3253743,0.0018,0.0137,0.0852,0.2991,156408,0.00041288,48.79239409,1,0,0,13,0.56,157.0386697,12510.3,105.727,Easy_LKCC
LKCCeasy_095,91.05609721,201.27,199.92,147.4108799,0.0019,0.0138,0.084,0.2865,156807,0.000579822,59.05337126,1,0,0,11,0.57,137.4766368,18559.7,109.747,Easy_LKCC
LKCCeasy_096,94.05977623,182.61,194.41,151.5873554,0.0022,0.0142,0.0832,0.2887,154836,0.000778141,70.80266908,2,0,364.5,29,0.41,91.42691427,29766.9,110.798,Easy_LKCC
LKCCeasy_097,95.37499742,213.02,191.09,152.9609325,0.0018,0.0136,0.084,0.2896,157608,0.000497409,50.66306207,1,0,0,8,0.56,146.7445188,23245.5,118.061,Easy_LKCC
LKCCeasy_098,100.1489608,194.97,194.97,161.9833644,0.0022,0.0139,0.0829,0.2904,155624,0.000558103,66.07770735,1,0,0,8,0.56,159.7353611,25663.3,104.848,Easy_LKCC
LKCCeasy_099,93.58538072,219.76,197.06,151.6095648,0.0019,0.0141,0.0833,0.2907,151708,0.000595998,58.50597142,2,0,2112.5,5,0.62,101.1208237,17948.3,104.333,Easy_LKCC
LKCCeasy_100,98.08503039,178.6,195.91,160.8793365,0.0021,0.014,0.0823,0.2916,148995,0.000679809,65.04001907,4,0,336.9166667,3,0.5,66.70311121,34846,113.081,Easy_LKCC
LKCCeasy_101,100.9879768,198.53,206.14,161.0303238,0.002,0.0143,0.0839,0.2949,155211,0.000451218,54.95751539,5,0,81.5,10,0.53,56.08711396,26773.6,107.717,Easy_LKCC
LKCCeasy_102,95.57557914,201.82,221.98,152.6317611,0.0021,0.0141,0.0833,0.289,153664,0.000498565,55.81225217,3,1,723,25,0.39,62.10313765,22053.5,106.343,Easy_LKCC
LKCCeasy_103,89.34222279,230.53,211.92,143.5484549,0.0019,0.014,0.0846,0.2877,148896,0.000584286,65.74297098,4,0,283.5833333,5,0.47,68.42799536,36449,104.747,Easy_LKCC
LKCCeasy_104,96.92553287,191.86,191.44,155.6915587,0.0019,0.0137,0.085,0.2913,157608,0.000568302,55.79358404,2,0,512,22,0.39,88.69572695,23538.3,104.131,Easy_LKCC
LKCCeasy_105,93.75789413,216.97,198.48,152.189479,0.0022,0.014,0.0822,0.2858,154812,0.000548693,58.25675166,2,0,3120.5,7,0.53,79.515247,33142.6,108.414,Easy_LKCC
LKCCeasy_106,100.8269577,209.03,187.14,163.2763681,0.002,0.0143,0.0844,0.2971,154836,0.000446157,58.3526093,2,0,3042,8,0.56,96.45205744,18120.8,107.636,Easy_LKCC
LKCCeasy_107,92.2415916,217.04,194.62,147.3553162,0.002,0.0139,0.0855,0.2897,153230,0.000493357,56.61681537,2,0,1682,12,0.5,92.93829588,22131,103.374,Easy_LKCC
LKCCeasy_108,94.22943571,201.64,190.59,152.906493,0.0022,0.0135,0.0819,0.2861,155235,0.000573415,56.26208869,2,0,1250,16,0.48,111.6174202,23761.8,110.273,Easy_LKCC
LKCCeasy_109,96.66212198,171.16,188.68,155.3935155,0.002,0.014,0.0827,0.2932,151698,0.000449144,51.43829007,2,0,2380.5,5,0.55,99.95996908,18998.1,103.505,Easy_LKCC
LKCCeasy_110,97.0226801,222.66,206.65,158.1192722,0.0021,0.0143,0.0829,0.2936,156408,0.000330773,53.37467222,4,0,329.6666667,10,0.65,65.43602569,28731.9,110.657,Easy_LKCC
LKCCeasy_111,96.81185148,207.22,199.53,157.571293,0.002,0.0138,0.0815,0.2919,155630,0.000532831,52.42684237,2,0,2,10,0.58,105.1485668,16460.1,103.475,Easy_LKCC
LKCCeasy_112,94.8879811,188.9,183.51,156.1692423,0.002,0.0136,0.0808,0.2841,156016,0.000561813,51.60457743,1,0,0,12,0.59,149.6217778,19079.7,105.04,Easy_LKCC
LKCCeasy_113,99.94396935,184.92,199.84,163.634259,0.0021,0.0138,0.0819,0.2927,153266,0.000553422,53.56610553,2,0,722,4,0.64,122.7687447,15403,102.04,Easy_LKCC
LKCCeasy_114,95.7338633,200.07,208.39,158.2291667,0.0019,0.014,0.0825,0.2868,153648,0.00062827,58.51922396,2,0,200,4,0.67,116.9715242,25280.5,107.081,Easy_LKCC
LKCCeasy_115,91.74054008,194.17,182.99,149.1495991,0.0019,0.0136,0.0837,0.2866,156414,0.000601068,54.88147978,1,0,0,18,0.51,132.6594019,16240.9,109.131,Easy_LKCC
LKCCeasy_116,98.46477496,213.61,207.46,158.460861,0.0019,0.0137,0.0851,0.2955,153628,0.000376477,49.60126267,2,0,1300.5,11,0.51,104.8050337,17607.4,100,Easy_LKCC
LKCCeasy_117,95.16607259,189.32,189.58,154.9117905,0.002,0.0138,0.0818,0.2894,154036,0.000345447,45.57991319,1,0,0,0,0.68,154.9117905,18276.6,102.505,Easy_LKCC
LKCCeasy_118,96.92736078,197.06,214.22,156.7763097,0.002,0.0138,0.0835,0.2888,150528,0.000572025,61.80627249,3,1,520.3333333,17,0.51,68.96908042,21748.9,110.152,Easy_LKCC
LKCCeasy_119,100.1614856,191.12,209.22,163.4747817,0.002,0.0139,0.0813,0.2943,157206,0.0004997,57.61834449,5,0,31.8,32,0.31,48.30840879,25421.2,110.081,Easy_LKCC
LKCCeasy_120,87.99165341,202.71,212.31,142.1859557,0.0018,0.0136,0.0844,0.282,152881,0.000555801,57.12775789,3,1,457,4,0.48,86.38912921,23881.6,108.939,Easy_LKCC
LKCCeasy_121,95.71349623,196.99,178.57,155.6054494,0.0019,0.0138,0.0827,0.2884,155610,0.000394139,47.59640523,2,0,2312,14,0.51,90.83977725,15839.4,102,Easy_LKCC
LKCCeasy_122,94.44738993,217.63,189.57,150.031627,0.0022,0.0139,0.0865,0.2935,153663,0.000590535,57.62722864,3,1,481,19,0.4,70.08715898,25269.1,106.162,Easy_LKCC
LKCCeasy_123,100.2745284,179.77,202.57,161.9422748,0.0023,0.0143,0.0841,0.2954,155610,0.000481276,57.93505444,3,1,390.3333333,8,0.57,80.60199241,25343.4,109.101,Easy_LKCC
LKCCeasy_124,95.6363169,204.93,215.64,152.9248566,0.002,0.0142,0.0861,0.2911,157608,0.000542464,55.18523983,2,0,1984.5,3,0.51,94.03474032,16048.7,106.121,Easy_LKCC
LKCCeasy_125,94.67074743,209.03,180.38,154.6621081,0.0022,0.014,0.0802,0.2832,154449,0.00052292,57.51759048,4,0,140.6666667,4,0.54,76.72766351,27010.9,102.172,Easy_LKCC
LKCCeasy_126,96.89387047,182.45,189.69,157.0534677,0.002,0.0138,0.0841,0.2914,158404,0.000714332,57.88411286,2,0,32,10,0.39,106.9614464,20668.8,115.283,Easy_LKCC
LKCCeasy_127,99.40708385,196.81,169.53,161.5385818,0.0022,0.0146,0.0821,0.2885,150540,0.000719404,66.65144657,3,1,1039,10,0.39,70.89991633,22032.3,104.434,Easy_LKCC
LKCCeasy_128,96.59665518,203.77,191.03,157.0015815,0.0019,0.0138,0.0822,0.2881,158004,0.000404444,50.16672124,3,1,588,31,0.41,62.4639973,24907.9,102.475,Easy_LKCC
LKCCeasy_129,97.73301031,170.74,188.52,155.8317805,0.0021,0.0141,0.0838,0.2995,158004,0.00042323,53.18004491,2,0,968,18,0.42,93.11869855,25132.8,118.242,Easy_LKCC
LKCCeasy_130,95.23523049,175.41,217.12,153.1028183,0.0023,0.0142,0.0857,0.2893,154836,0.000622528,62.06185766,2,0,2312,16,0.51,82.5502059,20921.2,105.343,Easy_LKCC
LKCCeasy_131,92.8220851,207.77,201.43,148.5825073,0.002,0.0139,0.0814,0.289,155211,0.000378021,48.05043961,2,0,364.5,7,0.56,105.8352036,25343.2,100.465,Easy_LKCC
LKCCeasy_132,92.73354649,205.23,174.89,149.9539861,0.0022,0.0137,0.0837,0.2883,155236,0.000690143,65.30822289,4,0,524.25,3,0.53,68.55723475,25398.8,100.99,Easy_LKCC
LKCCeasy_133,96.22652927,197.94,208.57,156.4071787,0.0022,0.014,0.0828,0.2905,154448,0.00059106,58.49866073,1,0,0,17,0.52,146.204809,19601.3,109.273,Easy_LKCC
LKCCeasy_134,93.38114067,219.25,210.13,150.8556618,0.0019,0.014,0.0838,0.2866,153260,0.000517703,53.29671355,1,0,0,21,0.38,129.5758038,29207.7,117.909,Easy_LKCC
LKCCeasy_135,93.60220236,201.27,193.01,151.2844872,0.0021,0.014,0.082,0.2857,155235,0.000515824,57.43807657,3,1,1226.333333,11,0.53,67.65797714,18646.5,114.717,Easy_LKCC
LKCCeasy_136,94.33840605,201.59,207.93,154.2274005,0.0019,0.0135,0.082,0.2894,151708,0.000362253,46.39923267,1,0,0,7,0.61,149.4331201,15251,106.232,Easy_LKCC
LKCCeasy_137,91.05381413,189.11,190.31,143.1519961,0.0022,0.0139,0.0852,0.2876,147060,0.000709355,63.41520961,1,0,0,7,0.44,137.7220838,32599.2,104,Easy_LKCC
LKCCeasy_138,94.06167571,191.3,190.57,153.5405477,0.0018,0.0134,0.0815,0.2882,158006,0.000422689,46.69098332,4,0,342.25,3,0.65,76.17460007,17024.1,100.202,Easy_LKCC
LKCCeasy_139,97.86412752,192.8,194.36,159.3373012,0.0021,0.0137,0.0821,0.2964,156021,0.000358427,45.3397136,2,0,2312,18,0.48,91.11533214,16859.8,156.081,Easy_LKCC
LKCCeasy_140,101.4192817,211.34,198.41,164.4646013,0.0018,0.0138,0.0824,0.2957,156812,0.000364303,45.34827649,3,1,175,13,0.72,88.04623281,15996.3,102.131,Easy_LKCC
LKCCeasy_141,105.2678477,202.32,202.54,168.3702102,0.002,0.0142,0.0849,0.3007,158403,0.000529247,53.81272414,2,0,128,18,0.4,92.44515606,16946.4,102.606,Easy_LKCC
LKCCeasy_142,94.41423307,192.86,213.59,154.3300225,0.002,0.0137,0.0809,0.2887,156024,0.000541761,54.88328172,1,0,0,19,0.43,136.4405389,22253.5,102.616,Easy_LKCC
LKCCeasy_143,93.53475537,208.67,182.2,149.0126538,0.0023,0.0145,0.0854,0.2939,154840,0.000592506,64.09172454,2,0,2312,16,0.33,83.4866925,26491.5,111.707,Easy_LKCC
LKCCeasy_144,90.4047506,214.9,197.58,146.7794334,0.002,0.0134,0.0832,0.2865,152099,0.000364402,43.73104171,1,0,0,16,0.55,130.6308883,12478.2,104.222,Easy_LKCC
LKCCeasy_145,97.56282731,215.34,193.77,159.451471,0.0021,0.0143,0.0825,0.2899,156418,0.000469562,59.28330152,3,1,721,28,0.35,62.58983511,17779.5,100.475,Easy_LKCC
LKCCeasy_146,92.91705769,196,196.57,151.3284773,0.0022,0.0142,0.0838,0.2849,154050,0.000672467,63.56508036,2,0,2048,14,0.39,87.87365014,23526.4,108.253,Easy_LKCC
LKCCeasy_147,101.9290372,196.73,209.67,161.4844435,0.0019,0.0142,0.0856,0.2956,151710,0.000603158,63.50327543,2,0,420.5,19,0.31,82.66920104,23690.3,102.071,Easy_LKCC
LKCCeasy_148,91.54602124,213.04,199.88,146.6495886,0.0021,0.0143,0.0851,0.2843,145522,0.000541142,58.54948012,3,1,308.3333333,17,0.4,74.83703047,19246.5,112.111,Easy_LKCC
LKCCeasy_149,97.8765891,204.89,178.88,160.1466229,0.002,0.0138,0.0819,0.2905,151296,0.000472214,53.16853476,5,0,190.8,12,0.57,60.11676881,20172.8,104,Easy_LKCC
LKCCeasy_150,104.2904679,203.34,193.09,169.7113865,0.0022,0.0154,0.085,0.2968,157212,0.000631657,68.94019043,4,0,456.6666667,8,0.44,69.31393199,20548,105.273,Easy_LKCC
LKCCeasy_151,96.51557635,203.4,201.13,155.7239266,0.0019,0.014,0.0838,0.2949,155220,0.000422856,49.87476602,2,0,2380.5,19,0.53,82.63721106,13693.6,100.828,Easy_LKCC
LKCCeasy_152,96.64113435,204.55,206.01,157.2366829,0.0021,0.0136,0.0823,0.293,154050,0.000541356,58.28154173,3,1,49,22,0.42,69.09105153,27300.6,112.717,Easy_LKCC
LKCCeasy_153,95.43518495,206.37,202.75,154.4627467,0.0021,0.0142,0.0834,0.2923,154840,0.000513668,58.58452009,1,0,0,12,0.53,144.1712498,24011.1,107.404,Easy_LKCC
LKCCeasy_154,102.2032371,205.27,205.43,165.9458136,0.002,0.0144,0.0825,0.2944,154840,0.0005128,57.27711302,3,1,401.3333333,12,0.54,79.85161992,19564.8,112.525,Easy_LKCC
LKCCeasy_155,98.20176383,211.24,194.72,157.1112305,0.0018,0.0137,0.084,0.2907,158006,0.000457524,51.66940297,3,1,652.3333333,2,0.6,77.63318917,18128.8,109.99,Easy_LKCC
LKCCeasy_156,99.86824449,195.76,204.43,162.1009467,0.0019,0.0141,0.0832,0.2974,154830,0.000371584,53.2883974,2,0,128,0,0.61,118.4517294,18699.8,106.616,Easy_LKCC
LKCCeasy_157,93.74925832,198.97,198.32,151.3397295,0.0021,0.0142,0.0843,0.2875,155618,0.000582289,57.22251389,3,1,475,22,0.49,75.62071614,22190.8,104.333,Easy_LKCC
LKCCeasy_158,94.00134628,213.77,204.13,151.6002667,0.0021,0.0141,0.0837,0.2896,154424,0.000485369,53.77543822,2,0,2520.5,15,0.52,83.87816,22095.3,104.96,Easy_LKCC
LKCCeasy_159,95.35932173,178.12,170.71,155.3987126,0.0022,0.0142,0.0812,0.2878,154044,0.000522311,60.84344517,2,0,800,6,0.61,108.9593133,27484.4,102.859,Easy_LKCC
LKCCeasy_160,95.3931687,184.23,192.7,153.4173603,0.0018,0.0135,0.0841,0.2922,152051,0.000517555,51.45039855,4,0,486.25,11,0.6,53.92316411,24038.7,105.111,Easy_LKCC
LKCCeasy_161,98.16271152,193.36,223.24,160.3578018,0.0021,0.0143,0.0854,0.2923,153266,0.000485189,53.96250611,2,0,2112.5,13,0.53,93.46969462,14420.9,102.121,Easy_LKCC
LKCCeasy_162,97.44613702,189.25,180,158.0312,0.0018,0.0135,0.082,0.2938,157206,0.000445154,46.60988978,2,0,1352,12,0.57,97.03728968,19232.8,104.101,Easy_LKCC
LKCCeasy_163,95.96321145,208.26,196.31,156.4330158,0.002,0.0135,0.0806,0.2845,154026,0.000467007,50.87510809,3,1,424.3333333,5,0.62,86.73368385,25800.3,101.293,Easy_LKCC
LKCCeasy_164,96.36641269,211.26,180.43,157.9020916,0.002,0.0135,0.0829,0.2905,157210,0.000465646,49.00524724,2,0,544.5,1,0.71,113.8965442,20279.6,103.404,Easy_LKCC
LKCCeasy_165,91.88471813,195.03,215.07,147.9998837,0.0021,0.0143,0.0852,0.287,154056,0.000633361,64.29124884,2,0,2312,16,0.34,76.70555118,26666.6,104,Easy_LKCC
LKCCeasy_166,99.12503128,198.53,203.95,162.1027957,0.0022,0.0146,0.0808,0.2912,149669,0.000489211,59.00335839,2,0,612.5,17,0.49,102.6024867,33112,106.788,Easy_LKCC
LKCCeasy_167,101.229831,204.07,211.29,165.870121,0.002,0.0138,0.0824,0.2917,154822,0.000336548,46.97293305,3,1,13,13,0.53,84.24405386,19782.6,109.303,Easy_LKCC
LKCCeasy_168,96.8571641,213.16,190.43,159.1262822,0.0022,0.0138,0.0809,0.2866,158006,0.000517783,54.76278677,2,0,1512.5,9,0.53,93.25347552,23020.4,101.172,Easy_LKCC
LKCCeasy_169,104.2327135,204.33,219.68,169.2384161,0.0021,0.0146,0.0838,0.2984,154433,0.000367093,55.76799024,6,4,69.5,13,0.6,56.16633783,27434.3,106.596,Easy_LKCC
LKCCeasy_170,97.43567019,207.54,176.96,156.0429742,0.002,0.0139,0.0837,0.2939,154822,0.000484901,50.49330242,3,1,764.3333333,15,0.38,70.9970707,19852.1,108.99,Easy_LKCC
LKCCeasy_171,98.15324686,208.32,183.42,160.7199799,0.0022,0.014,0.0808,0.2924,156420,0.000406784,54.67892447,2,0,450,18,0.55,99.9292473,20306,102.424,Easy_LKCC
LKCCeasy_172,102.5590617,199.11,215.03,167.2274627,0.0021,0.0143,0.0815,0.2902,156009,0.000481787,59.99319737,3,1,628,7,0.54,88.39768417,26287.8,102.717,Easy_LKCC
LKCCeasy_173,95.49428171,238.54,202.74,153.9425522,0.0019,0.0137,0.0832,0.2888,155227,0.000503562,54.88730292,1,0,0,21,0.39,133.3725315,21374.5,100.162,Easy_LKCC
LKCCeasy_174,95.97190525,231.94,188.59,155.8918816,0.0019,0.0137,0.0835,0.2943,152877,0.000399121,47.91943895,2,0,2244.5,7,0.54,104.8420694,17974.4,104.081,Easy_LKCC
LKCCeasy_175,99.88192469,199.51,209.65,161.6595605,0.002,0.0136,0.0853,0.2943,152051,0.000400736,50.89443358,3,1,672.3333333,3,0.62,106.8821498,16915.4,111.444,Easy_LKCC
LKCCeasy_176,94.88082071,214.97,190.83,151.9976375,0.0019,0.0136,0.0845,0.2892,154448,0.00058971,55.20681774,1,0,0,12,0.52,143.5635669,20280.4,105.04,Easy_LKCC
LKCCeasy_177,95.84917661,200.65,188.23,153.8371411,0.0019,0.0139,0.0832,0.2901,157212,0.000340248,48.35915289,3,1,357.3333333,11,0.52,77.72941221,19167.7,100.071,Easy_LKCC
LKCCeasy_178,95.92865318,193.65,203.76,156.9818006,0.0022,0.0138,0.0831,0.289,154050,0.000598156,60.70250228,5,0,117.2,6,0.49,60.57401955,31305.2,105.556,Easy_LKCC
LKCCeasy_179,97.28872522,216.57,194.25,156.0315656,0.002,0.0139,0.0832,0.2903,156021,0.000515272,60.38970259,4,0,328.6666667,12,0.37,61.97982837,24424.5,105.586,Easy_LKCC
LKCCeasy_180,98.05944832,202.28,196.81,159.1864279,0.0021,0.014,0.0845,0.293,154056,0.000430325,54.66955239,3,1,177.3333333,23,0.38,74.10756164,21950,100.374,Easy_LKCC
LKCCeasy_181,94.32711086,189.69,184.61,153.3891036,0.0021,0.0142,0.0832,0.2912,152478,0.000641758,66.83463333,3,1,1102.333333,8,0.53,78.62004024,23291.7,104.98,Easy_LKCC
LKCCeasy_182,99.93032876,206.5,182.23,163.2729767,0.0019,0.0141,0.0829,0.2892,154054,0.000415932,55.28113496,5,0,24.3,32,0.31,44.40898966,24137.4,103.081,Easy_LKCC
LKCCeasy_183,90.5436767,221.33,205.24,147.5348135,0.0018,0.0133,0.0831,0.2834,157210,0.000582775,50.7217294,2,0,2964.5,7,0.5,87.18341848,14072.1,104,Easy_LKCC
LKCCeasy_184,99.58429539,198.42,191.19,161.9411783,0.0019,0.0139,0.0817,0.2891,156024,0.000371917,50.50532429,3,1,362.3333333,11,0.56,81.35078162,14998.9,104.495,Easy_LKCC
LKCCeasy_185,95.31449827,189.78,196.46,154.289933,0.0019,0.0142,0.0832,0.2897,152434,0.000458348,56.34142424,1,0,0,12,0.57,146.0327833,19466.6,100.424,Easy_LKCC
LKCCeasy_186,96.71800397,181.45,177.76,155.7785107,0.002,0.0138,0.0848,0.2932,153615,0.000497366,54.59966857,2,0,544.5,3,0.54,106.2984834,21094.2,100.212,Easy_LKCC
LKCCeasy_187,96.19155031,201.13,211.85,156.6074787,0.0021,0.0137,0.0826,0.2909,155235,0.000490842,56.25891899,3,1,576.3333333,14,0.44,78.64399997,18065.9,112,Easy_LKCC
LKCCeasy_188,98.67737442,211.31,205.53,161.4328997,0.0019,0.0142,0.0833,0.2913,157206,0.000478352,54.90635688,3,1,580.3333333,6,0.55,84.49010662,24845.2,121.606,Easy_LKCC
LKCCeasy_189,98.02080317,200.88,188.18,158.5204563,0.0017,0.0136,0.082,0.293,152880,0.000279469,43.49604787,2,0,1458,10,0.55,89.54586889,16044.7,100,Easy_LKCC
LKCCeasy_190,93.22018989,196.44,209.67,151.7595203,0.0023,0.0142,0.0839,0.2877,154440,0.000520987,58.47176942,3,1,32.33333333,2,0.61,89.53620912,19464.6,105.313,Easy_LKCC
CLKhard_001,102.7250249,207.04,197.06,0.0022,0.0153,0.0863,0.2951,161.2680546,154026,0.000277295,60.59208096,7,2,113.6190476,6,0.15,36.13322892,1902100,146307,Hard_CLK
CLKhard_002,101.6799969,193.96,185.36,0.0024,0.0156,0.0857,0.2911,160.4970564,158802,0.000797198,88.06686144,7,2,160,2,0.22,30.83927022,1303740,114878,Hard_CLK
CLKhard_003,105.6083576,181.86,176.2,0.0023,0.0153,0.0907,0.3001,163.3185386,151257,0.000432852,73.7446219,7,2,200.9047619,0,0.21,35.73490665,1647310,227388,Hard_CLK
CLKhard_004,94.66417794,184.86,188.11,0.0023,0.0146,0.0835,0.2883,151.5624325,152448,0.000448816,65.54189458,3,1,373,22,0.25,70.71376249,1201330,164531,Hard_CLK
CLKhard_005,94.70043423,200.17,187.92,0.0023,0.0157,0.087,0.2897,149.7991438,153648,0.000597957,86.07242929,6,4,113.8666667,6,0.24,40.75278236,1428100,109340,Hard_CLK
CLKhard_006,98.21989111,174.38,227.95,0.0022,0.0153,0.0851,0.2936,157.2529579,155624,0.000744511,89.01260135,5,0,110.7,14,0.19,46.20598845,1620900,138917,Hard_CLK
CLKhard_007,100.1461472,188.61,192.11,0.0022,0.0151,0.087,0.293,158.9144562,148992,0.000414403,63.19195907,6,4,180.1666667,3,0.2,40.14545432,1771400,188767,Hard_CLK
CLKhard_008,97.01920744,192.26,186.07,0.0023,0.0153,0.0904,0.291,151.3879956,152084,0.000370958,82.39026643,6,4,85.86666667,8,0.17,35.80372428,1778930,323090,Hard_CLK
CLKhard_009,101.2725485,178.63,164.65,0.0024,0.0162,0.0908,0.2933,154.390819,156024,0.000605216,104.511815,5,0,353.3,3,0.19,42.22014984,1636300,215673,Hard_CLK
CLKhard_010,99.92314384,201.7,218.05,0.0022,0.0149,0.0896,0.2961,156.7723442,156807,0.000481539,68.54245379,6,4,95.06666667,8,0.22,40.52690332,1539680,133016,Hard_CLK
CLKhard_011,98.27102179,234.83,208.65,0.0023,0.0156,0.0861,0.291,156.4700246,153260,0.000390372,72.0972386,8,4,15.69642857,9,0.22,33.10461692,1427470,196487,Hard_CLK
CLKhard_012,95.96281638,207.34,228.61,0.0023,0.0152,0.0899,0.2936,148.4020968,156024,0.000319873,59.8787235,4,0,216.9166667,5,0.24,55.46657634,1587410,126707,Hard_CLK
CLKhard_013,104.8705129,186.01,202.54,0.0023,0.0157,0.0859,0.2961,165.1258396,157210,0.000541639,79.87182279,6,4,93.5,1,0.2,42.43166105,1809190,133053,Hard_CLK
CLKhard_014,100.2522913,169.88,197.78,0.0022,0.0152,0.0909,0.2966,154.7955786,156815,0.000253773,60.7499598,4,0,244.6666667,12,0.14,47.56073011,1982530,214550,Hard_CLK
CLKhard_015,102.1333447,216.98,212.85,0.0023,0.0162,0.0853,0.2875,160.2515073,154842,0.000288552,74.71023266,9,1,16,4,0.17,25.8501645,2008970,213633,Hard_CLK
CLKhard_016,103.5157562,174.12,193.69,0.0023,0.0156,0.0899,0.2944,161.7695586,157609,0.000353181,70.99252699,6,4,43.6,4,0.2,43.31040602,1911670,286639,Hard_CLK
CLKhard_017,97.53366634,220.85,190.58,0.0023,0.0156,0.0859,0.2866,155.0079468,152865,0.000274156,61.6922013,4,0,252.25,17,0.15,52.89072878,1637090,185487,Hard_CLK
CLKhard_018,103.7311347,184.78,185.04,0.0023,0.0153,0.0858,0.2939,165.0620434,154050,0.000525817,76.06595938,6,4,75.76666667,17,0.22,36.86037981,1169830,100585,Hard_CLK
CLKhard_019,100.6887325,204.47,178.88,0.0023,0.0154,0.0849,0.2891,159.0015496,151312,0.00030562,63.45531414,9,1,29.61111111,0,0.31,32.51243991,1733230,172989,Hard_CLK
CLKhard_020,92.80799779,202.35,190.67,0.0024,0.0153,0.086,0.2865,147.3986344,154812,0.000584325,85.50330657,5,0,427.3,8,0.18,43.19697002,1728550,118790,Hard_CLK
CLKhard_021,100.7054129,211.05,201.5,0.0022,0.015,0.0887,0.2922,158.7267469,155220,0.000312106,58.31314449,5,0,71,0,0.26,56.35959055,1651640,229052,Hard_CLK
CLKhard_022,98.66915248,216.77,183.04,0.0024,0.0153,0.0853,0.2899,155.6935696,156815,0.000666202,80.75921691,5,0,81.2,14,0.22,40.46191018,1505710,171724,Hard_CLK
CLKhard_023,102.2159598,209.43,197.85,0.0023,0.0157,0.0869,0.2944,160.5129613,154054,0.000410056,75.11781847,9,1,7.777777778,5,0.12,27.69647939,2071840,281326,Hard_CLK
CLKhard_024,99.36955754,203.39,203,0.0022,0.0156,0.0864,0.2883,155.6999237,155618,0.000267892,69.75561966,8,4,46,0,0.22,33.51429082,2299300,273477,Hard_CLK
CLKhard_025,96.49312293,212.1,192.94,0.0022,0.0157,0.0867,0.2866,152.9046897,152872,0.000555531,81.8931901,6,4,71.86666667,2,0.18,44.26954538,1722500,198852,Hard_CLK
CLKhard_026,100.640827,212.5,195.79,0.0023,0.0155,0.0852,0.2881,159.9742092,154812,0.000387142,70.83980559,6,4,73.86666667,2,0.21,39.85080103,1543140,194026,Hard_CLK
CLKhard_027,94.89587524,198.32,180.89,0.0023,0.0151,0.0869,0.2883,148.3470769,153270,0.000439576,68.10018105,4,0,843.6666667,10,0.15,42.75834776,1603480,168122,Hard_CLK
