Instances,Source,feature_n,feature_Mean,feature_Median,feature_Var,feature_Max,feature_Min,feature_Huge,feature_Large,feature_Medium,feature_Small,feature_Tiny,algo_FFD,algo_DJD
BPP_50_750_0.1_0.7_9,Delorme,50,0.424746667,0.414666667,0.031840296,0.678666667,0.1,0.38,0.32,0.12,0.18,0.02,0.76266667,0.76266667
BPP_50_750_0.1_0.8_0,Delorme,50,0.504186667,0.566,0.04582073,0.784,0.114666667,0.58,0.14,0.08,0.2,0,5.79066667,5.79066667
BPP_50_750_0.1_0.8_1,Delorme,50,0.43064,0.416,0.036101084,0.784,0.105333333,0.4,0.26,0.12,0.22,0,1.468,0.468
BPP_50_750_0.1_0.8_2,Delorme,50,0.45472,0.515333333,0.048142433,0.786666667,0.108,0.52,0.14,0.08,0.26,0,4.264,4.264
BPP_50_750_0.1_0.8_3,Delorme,50,0.453866667,0.495333333,0.038872747,0.796,0.106666667,0.48,0.2,0.1,0.22,0,3.30666667,3.30666667
BPP_50_750_0.1_0.8_4,Delorme,50,0.4528,0.446666667,0.035654756,0.785333333,0.116,0.42,0.22,0.22,0.14,0,1.36,0.36
BPP_50_750_0.1_0.8_5,Delorme,50,0.467573333,0.486666667,0.041588938,0.798666667,0.105333333,0.46,0.26,0.06,0.22,0,0.62133333,0.62133333
BPP_50_750_0.1_0.8_6,Delorme,50,0.457946667,0.458,0.043471517,0.796,0.117333333,0.48,0.14,0.2,0.18,0,1.10266667,1.10266667
BPP_50_750_0.1_0.8_7,Delorme,50,0.473013333,0.508,0.04465732,0.782666667,0.116,0.5,0.22,0.02,0.26,0,3.34933333,3.34933333
BPP_50_750_0.1_0.8_8,Delorme,50,0.449146667,0.426,0.038220872,0.792,0.108,0.38,0.34,0.08,0.2,0,1.54266667,1.54266667
BPP_50_750_0.1_0.8_9,Delorme,50,0.40696,0.369333333,0.038422492,0.8,0.101333333,0.34,0.2,0.2,0.26,0,0.652,0.652
BPP_50_750_0.2_0.7_0,Delorme,50,0.414133333,0.400666667,0.013086791,0.672,0.214666667,0.2,0.6,0.12,0.08,0,1.29333333,1.29333333
BPP_50_750_0.2_0.7_1,Delorme,50,0.461013333,0.444,0.022785889,0.698666667,0.205333333,0.4,0.38,0.08,0.14,0,1.94933333,1.94933333
BPP_50_750_0.2_0.7_2,Delorme,50,0.43744,0.449333333,0.019063171,0.684,0.214666667,0.32,0.42,0.12,0.14,0,1.128,1.128
BPP_50_750_0.2_0.7_3,Delorme,50,0.44848,0.454,0.024020961,0.697333333,0.201333333,0.4,0.34,0.08,0.18,0,1.576,1.576
BPP_50_750_0.2_0.7_4,Delorme,50,0.4372,0.444,0.021341102,0.697333333,0.201333333,0.4,0.28,0.18,0.14,0,1.14,1.14
BPP_50_750_0.2_0.7_5,Delorme,50,0.46256,0.468666667,0.018579118,0.690666667,0.213333333,0.42,0.38,0.14,0.06,0,0.872,0.872
BPP_50_750_0.2_0.7_6,Delorme,50,0.436293333,0.427333333,0.020509958,0.672,0.22,0.42,0.24,0.24,0.1,0,2.18533333,1.18533333
BPP_50_750_0.2_0.7_7,Delorme,50,0.465573333,0.482666667,0.021093027,0.698666667,0.214666667,0.44,0.34,0.1,0.12,0,0.72133333,0.72133333
BPP_50_750_0.2_0.7_8,Delorme,50,0.441013333,0.45,0.019894582,0.670666667,0.202666667,0.34,0.42,0.14,0.1,0,0.94933333,0.94933333
BPP_50_750_0.2_0.7_9,Delorme,50,0.42936,0.412666667,0.021209848,0.665333333,0.209333333,0.34,0.34,0.2,0.12,0,1.532,1.532
BPP_50_750_0.2_0.8_0,Delorme,50,0.509973333,0.494666667,0.031325315,0.778666667,0.233333333,0.5,0.28,0.18,0.04,0,2.50133333,2.50133333
BPP_50_750_0.2_0.8_1,Delorme,50,0.499066667,0.49,0.026916213,0.777333333,0.212,0.48,0.34,0.1,0.08,0,2.04666667,2.04666667
BPP_50_750_0.2_0.8_2,Delorme,50,0.488853333,0.488666667,0.029622667,0.796,0.205333333,0.46,0.28,0.16,0.1,0,1.55733333,1.55733333
BPP_50_750_0.2_0.8_3,Delorme,50,0.529573333,0.524666667,0.020939071,0.785333333,0.244,0.6,0.3,0.08,0.02,0,4.52133333,4.52133333
BPP_50_750_0.2_0.8_4,Delorme,50,0.516106667,0.516666667,0.02799046,0.790666667,0.202666667,0.54,0.32,0.06,0.08,0,3.19466667,3.19466667
BPP_50_750_0.2_0.8_5,Delorme,50,0.513333333,0.511333333,0.028658916,0.782666667,0.218666667,0.5,0.34,0.1,0.06,0,2.33333333,2.33333333
BPP_50_750_0.2_0.8_6,Delorme,50,0.48712,0.46,0.027536968,0.785333333,0.212,0.38,0.42,0.14,0.06,0,2.644,2.644
BPP_50_750_0.2_0.8_7,Delorme,50,0.487386667,0.491333333,0.03091557,0.8,0.202666667,0.48,0.26,0.16,0.1,0,1.63066667,1.63066667
BPP_50_750_0.2_0.8_8,Delorme,50,0.503546667,0.485333333,0.028043777,0.796,0.202666667,0.48,0.34,0.12,0.06,0,2.82266667,2.82266667
BPP_50_750_0.2_0.8_9,Delorme,50,0.52632,0.512666667,0.022445,0.798666667,0.222666667,0.52,0.42,0.04,0.02,0,2.684,2.684
BPP_50_75_0.1_0.7_0,Delorme,50,0.3936,0.406666667,0.029818596,0.693333333,0.093333333,0.32,0.3,0.16,0.22,0.02,0.32,0.32
BPP_50_75_0.1_0.7_1,Delorme,50,0.395466667,0.413333333,0.034023893,0.693333333,0.106666667,0.36,0.22,0.1,0.32,0,1.22666667,0.22666667
BPP_50_75_0.1_0.7_2,Delorme,50,0.388,0.44,0.034490667,0.68,0.106666667,0.3,0.26,0.16,0.28,0,0.6,0.6
BPP_50_75_0.1_0.7_3,Delorme,50,0.386666667,0.413333333,0.030897778,0.68,0.093333333,0.32,0.28,0.1,0.3,0.04,0.66666667,0.66666667
BPP_50_75_0.1_0.7_4,Delorme,50,0.435733333,0.466666667,0.040941796,0.693333333,0.093333333,0.44,0.24,0.1,0.22,0.06,2.21333333,2.21333333
BPP_50_75_0.1_0.7_5,Delorme,50,0.381333333,0.36,0.028807111,0.666666667,0.106666667,0.28,0.26,0.2,0.26,0,0.93333333,0.93333333
BPP_50_75_0.1_0.7_6,Delorme,50,0.369333333,0.38,0.026348444,0.68,0.106666667,0.24,0.32,0.2,0.24,0,0.53333333,0.53333333
BPP_50_75_0.1_0.7_7,Delorme,50,0.372,0.32,0.028453333,0.693333333,0.12,0.32,0.12,0.28,0.28,0,1.4,0.4
BPP_50_75_0.1_0.7_8,Delorme,50,0.370133333,0.333333333,0.039442204,0.693333333,0.093333333,0.34,0.16,0.14,0.36,0.04,0.49333333,0.49333333
BPP_50_75_0.1_0.7_9,Delorme,50,0.381333333,0.373333333,0.032099556,0.653333333,0.093333333,0.34,0.18,0.2,0.28,0.02,0.93333333,0.93333333
BPP_50_75_0.1_0.8_0,Delorme,50,0.467466667,0.46,0.054609138,0.8,0.093333333,0.48,0.2,0.04,0.28,0.02,2.62666667,2.62666667
BPP_50_75_0.1_0.8_1,Delorme,50,0.5024,0.553333333,0.03917824,0.8,0.12,0.56,0.12,0.2,0.12,0,3.88,3.88
BPP_50_75_0.1_0.8_2,Delorme,50,0.4344,0.42,0.035947307,0.786666667,0.146666667,0.34,0.3,0.14,0.22,0,1.28,1.28
BPP_50_75_0.1_0.8_3,Delorme,50,0.434666667,0.386666667,0.037703111,0.8,0.16,0.36,0.2,0.2,0.24,0,1.26666667,0.26666667
BPP_50_75_0.1_0.8_4,Delorme,50,0.5144,0.48,0.040356196,0.8,0.173333333,0.48,0.32,0.08,0.12,0,3.28,3.28
BPP_50_75_0.1_0.8_5,Delorme,50,0.477066667,0.48,0.036410951,0.8,0.093333333,0.48,0.28,0.08,0.16,0.04,2.14666667,2.14666667
BPP_50_75_0.1_0.8_6,Delorme,50,0.413333333,0.4,0.049472,0.8,0.093333333,0.38,0.2,0.1,0.32,0.04,0.33333333,0.33333333
BPP_50_75_0.1_0.8_7,Delorme,50,0.4208,0.393333333,0.050113138,0.8,0.093333333,0.4,0.16,0.18,0.26,0.02,0.96,0.96
BPP_50_75_0.1_0.8_8,Delorme,50,0.3936,0.353333333,0.033061262,0.8,0.12,0.26,0.3,0.2,0.24,0,0.32,0.32
BPP_50_75_0.1_0.8_9,Delorme,50,0.4824,0.533333333,0.040644907,0.786666667,0.093333333,0.52,0.22,0.1,0.16,0.02,2.88,2.88
BPP_50_75_0.2_0.7_0,Delorme,50,0.450933333,0.48,0.021715129,0.68,0.213333333,0.46,0.2,0.22,0.12,0,1.45333333,1.45333333
BPP_50_75_0.2_0.7_1,Delorme,50,0.425066667,0.413333333,0.020904107,0.693333333,0.2,0.32,0.36,0.14,0.18,0,0.74666667,0.74666667
BPP_50_75_0.2_0.7_2,Delorme,50,0.459733333,0.46,0.020403484,0.693333333,0.226666667,0.42,0.32,0.2,0.06,0,1.01333333,1.01333333
BPP_50_75_0.2_0.7_3,Delorme,50,0.450133333,0.46,0.022048427,0.693333333,0.2,0.38,0.32,0.18,0.12,0,1.49333333,0.49333333
BPP_50_75_0.2_0.7_4,Delorme,50,0.417866667,0.406666667,0.021337671,0.693333333,0.2,0.36,0.28,0.2,0.16,0,1.10666667,1.10666667
BPP_50_75_0.2_0.7_5,Delorme,50,0.4808,0.506666667,0.020276693,0.693333333,0.2,0.5,0.28,0.16,0.06,0,1.96,1.96
BPP_50_75_0.2_0.7_6,Delorme,50,0.457866667,0.46,0.022717227,0.693333333,0.2,0.42,0.3,0.16,0.12,0,1.10666667,1.10666667
BPP_50_75_0.2_0.7_7,Delorme,50,0.480533333,0.513333333,0.01993216,0.693333333,0.213333333,0.54,0.24,0.18,0.04,0,2.97333333,2.97333333
BPP_50_75_0.2_0.7_8,Delorme,50,0.448533333,0.446666667,0.024268516,0.693333333,0.2,0.42,0.28,0.14,0.16,0,0.57333333,0.57333333
BPP_50_75_0.2_0.7_9,Delorme,50,0.435466667,0.466666667,0.023115449,0.693333333,0.2,0.38,0.28,0.2,0.14,0,1.22666667,1.22666667
BPP_50_75_0.2_0.8_0,Delorme,50,0.506933333,0.513333333,0.041134151,0.8,0.2,0.5,0.2,0.16,0.14,0,2.65333333,2.65333333
BPP_50_75_0.2_0.8_1,Delorme,50,0.481066667,0.473333333,0.030199751,0.786666667,0.2,0.46,0.26,0.22,0.06,0,0.94666667,0.94666667
BPP_50_75_0.2_0.8_2,Delorme,50,0.544266667,0.54,0.02460224,0.8,0.213333333,0.62,0.28,0.06,0.04,0,3.78666667,3.78666667
BPP_50_75_0.2_0.8_3,Delorme,50,0.522933333,0.533333333,0.02334784,0.8,0.253333333,0.62,0.2,0.18,0,0,4.85333333,4.85333333
BPP_50_75_0.2_0.8_4,Delorme,50,0.491466667,0.453333333,0.028224071,0.8,0.213333333,0.46,0.38,0.06,0.1,0,2.42666667,2.42666667
BPP_50_75_0.2_0.8_5,Delorme,50,0.519733333,0.506666667,0.031982151,0.8,0.2,0.54,0.28,0.12,0.06,0,2.01333333,2.01333333
BPP_50_75_0.2_0.8_6,Delorme,50,0.4904,0.48,0.02910784,0.8,0.213333333,0.44,0.34,0.08,0.14,0,1.48,1.48
BPP_50_75_0.2_0.8_7,Delorme,50,0.496533333,0.466666667,0.02354176,0.786666667,0.226666667,0.44,0.4,0.12,0.04,0,1.17333333,1.17333333
BPP_50_75_0.2_0.8_8,Delorme,50,0.493066667,0.453333333,0.028213262,0.8,0.2,0.48,0.3,0.16,0.06,0,1.34666667,1.34666667
BPP_50_75_0.2_0.8_9,Delorme,50,0.534133333,0.573333333,0.030666027,0.8,0.2,0.64,0.16,0.08,0.12,0,6.29333333,6.29333333
BPP_750_1000_0.1_0.7_0,Delorme,750,0.410132,0.418,0.029991957,0.699,0.1,0.357333333,0.274666667,0.129333333,0.238666667,0.001333333,2.401,5.401
BPP_750_1000_0.1_0.7_1,Delorme,750,0.393232,0.385,0.028346466,0.7,0.1,0.309333333,0.310666667,0.136,0.244,0.004,3.076,8.076
BPP_750_1000_0.1_0.7_2,Delorme,750,0.398890667,0.397,0.031603313,0.7,0.1,0.333333333,0.270666667,0.124,0.272,0.004,2.832,6.832
BPP_750_1000_0.1_0.7_3,Delorme,750,0.392374667,0.387,0.030121498,0.7,0.1,0.306666667,0.272,0.164,0.257333333,0.001333333,2.719,7.719
BPP_750_1000_0.1_0.7_4,Delorme,750,0.411704,0.4135,0.029962038,0.7,0.103,0.357333333,0.274666667,0.148,0.22,0,3.222,6.222
BPP_750_1000_0.1_0.7_5,Delorme,750,0.397374667,0.4095,0.029836472,0.7,0.1,0.312,0.293333333,0.129333333,0.265333333,0.004,3.969,7.969
BPP_750_1000_0.1_0.7_6,Delorme,750,0.394441333,0.386,0.029920657,0.699,0.1,0.314666667,0.284,0.148,0.253333333,0.001333333,3.169,4.169
BPP_750_1000_0.1_0.7_7,Delorme,750,0.401994667,0.4115,0.031493781,0.7,0.1,0.337333333,0.273333333,0.130666667,0.258666667,0.002666667,3.504,6.504
BPP_750_1000_0.1_0.7_8,Delorme,750,0.398982667,0.4005,0.02968578,0.699,0.1,0.328,0.298666667,0.116,0.257333333,0.001333333,2.763,6.763
BPP_750_1000_0.1_0.7_9,Delorme,750,0.404893333,0.4035,0.030808157,0.7,0.1,0.346666667,0.270666667,0.138666667,0.244,0.001333333,2.33,5.33
BPP_750_1000_0.1_0.8_0,Delorme,750,0.441257333,0.435,0.039115143,0.799,0.101,0.397333333,0.256,0.114666667,0.232,0,3.057,4.057
BPP_750_1000_0.1_0.8_1,Delorme,750,0.437737333,0.4255,0.040469892,0.799,0.102,0.393333333,0.246666667,0.137333333,0.222666667,0,2.697,4.697
BPP_750_1000_0.1_0.8_2,Delorme,750,0.449805333,0.4425,0.041971581,0.798,0.1,0.421333333,0.236,0.121333333,0.221333333,0.001333333,2.646,4.646
BPP_750_1000_0.1_0.8_3,Delorme,750,0.446109333,0.442,0.038781948,0.8,0.1,0.408,0.258666667,0.128,0.205333333,0.002666667,2.418,4.418
BPP_750_1000_0.1_0.8_4,Delorme,750,0.445444,0.4535,0.042232628,0.798,0.1,0.426666667,0.233333333,0.097333333,0.242666667,0.002666667,2.917,2.917
BPP_750_1000_0.1_0.8_5,Delorme,750,0.451312,0.465,0.037743388,0.798,0.1,0.430666667,0.248,0.126666667,0.194666667,0.001333333,2.516,3.516
BPP_750_1000_0.1_0.8_6,Delorme,750,0.454630667,0.4675,0.041533332,0.799,0.1,0.449333333,0.230666667,0.1,0.22,0.001333333,2.027,3.027
BPP_750_1000_0.1_0.8_7,Delorme,750,0.446546667,0.4445,0.039525146,0.8,0.101,0.413333333,0.238666667,0.142666667,0.205333333,0,2.09,3.09
BPP_750_1000_0.1_0.8_8,Delorme,750,0.450192,0.4485,0.04108804,0.799,0.1,0.433333333,0.224,0.130666667,0.212,0.001333333,2.356,3.356
BPP_750_1000_0.1_0.8_9,Delorme,750,0.458936,0.4575,0.040722292,0.799,0.101,0.448,0.226666667,0.125333333,0.2,0,2.798,3.798
BPP_750_1000_0.2_0.7_0,Delorme,750,0.444712,0.4465,0.020715298,0.7,0.2,0.392,0.334666667,0.149333333,0.124,0,6.466,5.466
BPP_750_1000_0.2_0.7_1,Delorme,750,0.447396,0.448,0.021465746,0.7,0.203,0.397333333,0.318666667,0.173333333,0.110666667,0,7.453,6.453
BPP_750_1000_0.2_0.7_2,Delorme,750,0.443522667,0.441,0.021124871,0.7,0.2,0.378666667,0.338666667,0.169333333,0.113333333,0,6.358,7.358
BPP_750_1000_0.2_0.7_3,Delorme,750,0.454578667,0.456,0.018957702,0.7,0.2,0.416,0.353333333,0.144,0.086666667,0,6.066,6.066
BPP_750_1000_0.2_0.7_4,Delorme,750,0.448209333,0.451,0.021798838,0.7,0.2,0.405333333,0.305333333,0.177333333,0.112,0,6.843,6.843
BPP_750_1000_0.2_0.7_5,Delorme,750,0.452269333,0.452,0.021055839,0.7,0.2,0.405333333,0.334666667,0.156,0.104,0,5.798,7.798
BPP_750_1000_0.2_0.7_6,Delorme,750,0.445964,0.4395,0.020355848,0.7,0.201,0.377333333,0.36,0.16,0.102666667,0,5.527,6.527
BPP_750_1000_0.2_0.7_7,Delorme,750,0.447002667,0.445,0.021291883,0.7,0.2,0.404,0.312,0.186666667,0.097333333,0,8.748,5.748
BPP_750_1000_0.2_0.7_8,Delorme,750,0.453389333,0.452,0.020696526,0.699,0.2,0.404,0.349333333,0.157333333,0.089333333,0,6.958,5.958
BPP_750_1000_0.2_0.7_9,Delorme,750,0.442016,0.438,0.020532776,0.699,0.2,0.381333333,0.342666667,0.173333333,0.102666667,0,5.488,8.488
BPP_750_1000_0.2_0.8_0,Delorme,750,0.487245333,0.4875,0.030275534,0.798,0.2,0.484,0.264,0.142666667,0.109333333,0,3.566,3.566
BPP_750_1000_0.2_0.8_1,Delorme,750,0.503348,0.505,0.029043726,0.799,0.201,0.510666667,0.273333333,0.144,0.072,0,6.489,6.489
BPP_750_1000_0.2_0.8_2,Delorme,750,0.495096,0.492,0.030948396,0.799,0.2,0.482666667,0.278666667,0.128,0.110666667,0,4.678,4.678
BPP_750_1000_0.2_0.8_3,Delorme,750,0.507101333,0.5035,0.02987267,0.8,0.201,0.505333333,0.293333333,0.125333333,0.076,0,12.674,12.674
BPP_750_1000_0.2_0.8_4,Delorme,750,0.515130667,0.518,0.031645706,0.8,0.2,0.529333333,0.264,0.124,0.082666667,0,13.652,13.652
BPP_750_1000_0.2_0.8_5,Delorme,750,0.501833333,0.505,0.02938843,0.8,0.2,0.509333333,0.273333333,0.125333333,0.092,0,11.625,11.625
BPP_750_1000_0.2_0.8_6,Delorme,750,0.501812,0.51,0.028177902,0.798,0.2,0.516,0.274666667,0.130666667,0.078666667,0,13.641,13.641
BPP_750_1000_0.2_0.8_7,Delorme,750,0.500058667,0.499,0.029954378,0.8,0.2,0.497333333,0.282666667,0.134666667,0.085333333,0,5.956,5.956
BPP_750_1000_0.2_0.8_8,Delorme,750,0.513264,0.5315,0.030285997,0.8,0.2,0.544,0.246666667,0.142666667,0.066666667,0,25.052,25.052
BPP_750_1000_0.2_0.8_9,Delorme,750,0.506134667,0.5125,0.02953901,0.799,0.2,0.524,0.269333333,0.121333333,0.085333333,0,14.399,14.399
BPP_750_100_0.1_0.7_0,Delorme,750,0.392986667,0.39,0.02989748,0.7,0.1,0.304,0.290666667,0.133333333,0.272,0.025333333,3.26,1.26
BPP_750_100_0.1_0.7_1,Delorme,750,0.410573333,0.41,0.030294205,0.7,0.1,0.350666667,0.281333333,0.138666667,0.229333333,0.016,2.07,1.07
BPP_750_100_0.1_0.7_2,Delorme,750,0.40316,0.41,0.032045348,0.7,0.1,0.330666667,0.277333333,0.129333333,0.262666667,0.012,2.63,0.63
BPP_750_100_0.1_0.7_3,Delorme,750,0.395133333,0.4,0.030732449,0.7,0.1,0.3,0.281333333,0.142666667,0.276,0.009333333,2.65,1.65
BPP_750_100_0.1_0.7_4,Delorme,750,0.40436,0.41,0.03179019,0.7,0.1,0.337333333,0.284,0.125333333,0.253333333,0.016,2.73,1.73
BPP_750_100_0.1_0.7_5,Delorme,750,0.39948,0.4,0.030839063,0.7,0.1,0.322666667,0.289333333,0.12,0.268,0.017333333,2.39,1.39
BPP_750_100_0.1_0.7_6,Delorme,750,0.397893333,0.39,0.029298229,0.7,0.1,0.313333333,0.301333333,0.136,0.249333333,0.018666667,1.58,1.58
BPP_750_100_0.1_0.7_7,Delorme,750,0.39084,0.38,0.030577561,0.7,0.1,0.312,0.266666667,0.153333333,0.268,0.014666667,1.87,0.87
BPP_750_100_0.1_0.7_8,Delorme,750,0.392333333,0.39,0.030597356,0.7,0.1,0.310666667,0.288,0.137333333,0.264,0.012,1.75,1.75
BPP_750_100_0.1_0.7_9,Delorme,750,0.395013333,0.39,0.0315466,0.7,0.1,0.316,0.290666667,0.112,0.281333333,0.016,2.74,1.74
BPP_750_100_0.1_0.8_0,Delorme,750,0.44756,0.44,0.041370713,0.8,0.1,0.414666667,0.242666667,0.126666667,0.216,0.02,2.33,1.33
BPP_750_100_0.1_0.8_1,Delorme,750,0.45692,0.46,0.04164958,0.8,0.1,0.418666667,0.249333333,0.12,0.212,0.010666667,2.31,1.31
BPP_750_100_0.1_0.8_2,Delorme,750,0.446666667,0.44,0.040764089,0.8,0.1,0.410666667,0.242666667,0.128,0.218666667,0.014666667,2,1
BPP_750_100_0.1_0.8_3,Delorme,750,0.44424,0.44,0.042549222,0.8,0.1,0.424,0.225333333,0.105333333,0.245333333,0.022666667,1.82,0.82
BPP_750_100_0.1_0.8_4,Delorme,750,0.45156,0.45,0.0399305,0.8,0.1,0.421333333,0.256,0.109333333,0.213333333,0.010666667,1.33,1.33
BPP_750_100_0.1_0.8_5,Delorme,750,0.449413333,0.44,0.044760989,0.8,0.1,0.429333333,0.213333333,0.109333333,0.248,0.010666667,2.94,0.94
BPP_750_100_0.1_0.8_6,Delorme,750,0.437093333,0.43,0.041591818,0.8,0.1,0.386666667,0.258666667,0.12,0.234666667,0.008,2.18,1.18
BPP_750_100_0.1_0.8_7,Delorme,750,0.443186667,0.44,0.043605178,0.8,0.1,0.412,0.233333333,0.113333333,0.241333333,0.016,1.61,1.61
BPP_750_100_0.1_0.8_8,Delorme,750,0.441493333,0.44,0.041231903,0.8,0.1,0.398666667,0.238666667,0.133333333,0.229333333,0.016,1.88,0.88
BPP_750_100_0.1_0.8_9,Delorme,750,0.45748,0.45,0.04077645,0.8,0.1,0.424,0.254666667,0.105333333,0.216,0.009333333,1.89,0.89
BPP_750_100_0.2_0.7_0,Delorme,750,0.447973333,0.45,0.021568959,0.7,0.2,0.381333333,0.342666667,0.158666667,0.117333333,0,6.02,2.02
BPP_750_100_0.2_0.7_1,Delorme,750,0.45884,0.46,0.020719321,0.7,0.2,0.410666667,0.345333333,0.156,0.088,0,4.87,3.87
BPP_750_100_0.2_0.7_2,Delorme,750,0.451946667,0.455,0.021012477,0.7,0.2,0.389333333,0.344,0.152,0.114666667,0,5.04,3.04
BPP_750_100_0.2_0.7_3,Delorme,750,0.44608,0.45,0.022538767,0.7,0.2,0.398666667,0.316,0.144,0.141333333,0,7.44,2.44
BPP_750_100_0.2_0.7_4,Delorme,750,0.44324,0.44,0.020668036,0.7,0.2,0.368,0.353333333,0.161333333,0.117333333,0,5.57,3.57
BPP_750_100_0.2_0.7_5,Delorme,750,0.44384,0.45,0.021600454,0.7,0.2,0.392,0.317333333,0.162666667,0.128,0,8.12,4.12
BPP_750_100_0.2_0.7_6,Delorme,750,0.452013333,0.46,0.020568613,0.7,0.2,0.406666667,0.328,0.146666667,0.118666667,0,5.99,4.99
BPP_750_100_0.2_0.7_7,Delorme,750,0.455546667,0.46,0.022690034,0.7,0.2,0.402666667,0.332,0.142666667,0.122666667,0,5.34,3.34
BPP_750_100_0.2_0.7_8,Delorme,750,0.453893333,0.46,0.020963509,0.7,0.2,0.413333333,0.334666667,0.138666667,0.113333333,0,4.58,3.58
BPP_750_100_0.2_0.7_9,Delorme,750,0.445573333,0.45,0.022310805,0.7,0.2,0.38,0.328,0.168,0.124,0,6.82,1.82
BPP_750_100_0.2_0.8_0,Delorme,750,0.495986667,0.49,0.030833893,0.8,0.2,0.470666667,0.304,0.132,0.093333333,0,8.01,8.01
BPP_750_100_0.2_0.8_1,Delorme,750,0.497866667,0.49,0.032575182,0.8,0.2,0.481333333,0.28,0.128,0.110666667,0,3.6,3.6
BPP_750_100_0.2_0.8_2,Delorme,750,0.511746667,0.52,0.031625349,0.8,0.2,0.517333333,0.284,0.097333333,0.101333333,0,13.19,13.19
BPP_750_100_0.2_0.8_3,Delorme,750,0.495706667,0.5,0.031636234,0.8,0.2,0.493333333,0.265333333,0.134666667,0.106666667,0,4.22,4.22
BPP_750_100_0.2_0.8_4,Delorme,750,0.4992,0.5,0.030729227,0.8,0.2,0.481333333,0.290666667,0.130666667,0.097333333,0,3.6,3.6
BPP_750_100_0.2_0.8_5,Delorme,750,0.498506667,0.51,0.03191697,0.8,0.2,0.502666667,0.256,0.136,0.105333333,0,8.12,8.12
BPP_750_100_0.2_0.8_6,Delorme,750,0.4978,0.5,0.02997316,0.8,0.2,0.492,0.278666667,0.14,0.089333333,0,3.65,3.65
BPP_750_100_0.2_0.8_7,Delorme,750,0.500546667,0.51,0.031576368,0.8,0.2,0.501333333,0.257333333,0.141333333,0.1,0,10.59,10.59
BPP_750_100_0.2_0.8_8,Delorme,750,0.50272,0.5,0.030651002,0.8,0.2,0.493333333,0.278666667,0.136,0.092,0,6.96,6.96
BPP_750_100_0.2_0.8_9,Delorme,750,0.4992,0.5,0.029326293,0.8,0.2,0.496,0.274666667,0.138666667,0.090666667,0,6.6,6.6
BPP_750_120_0.1_0.7_0,Delorme,750,0.386444444,0.375,0.030446988,0.7,0.1,0.302666667,0.257333333,0.157333333,0.282666667,0.016,2.1666667,1.1666667
BPP_750_120_0.1_0.7_1,Delorme,750,0.3998,0.391666667,0.030399219,0.7,0.1,0.329333333,0.264,0.14,0.266666667,0.010666667,2.15,1.15
BPP_750_120_0.1_0.7_2,Delorme,750,0.402211111,0.408333333,0.029333167,0.7,0.1,0.321333333,0.292,0.146666667,0.24,0.008,2.3416667,1.3416667
BPP_750_120_0.1_0.7_3,Delorme,750,0.404655556,0.425,0.032203418,0.7,0.1,0.336,0.28,0.125333333,0.258666667,0.02,2.5083333,1.5083333
BPP_750_120_0.1_0.7_4,Delorme,750,0.390333333,0.375,0.032106,0.7,0.1,0.310666667,0.273333333,0.136,0.28,0.02,2.25,1.25
BPP_750_120_0.1_0.7_5,Delorme,750,0.401355556,0.408333333,0.0321502,0.7,0.1,0.342666667,0.261333333,0.121333333,0.274666667,0.017333333,2.9833333,0.9833333
BPP_750_120_0.1_0.7_6,Delorme,750,0.402,0.4,0.031293593,0.7,0.1,0.34,0.276,0.129333333,0.254666667,0.016,2.5,1.5
BPP_750_120_0.1_0.7_7,Delorme,750,0.3872,0.383333333,0.030356901,0.7,0.1,0.305333333,0.269333333,0.138666667,0.286666667,0.02,2.6,1.6
BPP_750_120_0.1_0.7_8,Delorme,750,0.4086,0.408333333,0.029724744,0.7,0.1,0.332,0.3,0.133333333,0.234666667,0.012,1.55,1.55
BPP_750_120_0.1_0.7_9,Delorme,750,0.397411111,0.4,0.029752094,0.7,0.1,0.310666667,0.289333333,0.148,0.252,0.010666667,1.9416667,0.9416667
BPP_750_120_0.1_0.8_0,Delorme,750,0.4515,0.45,0.041738398,0.8,0.1,0.418666667,0.250666667,0.117333333,0.213333333,0.016,2.375,2.375
BPP_750_120_0.1_0.8_1,Delorme,750,0.438688889,0.441666667,0.0391128,0.8,0.1,0.398666667,0.246666667,0.122666667,0.232,0.008,1.9833333,0.9833333
BPP_750_120_0.1_0.8_2,Delorme,750,0.444877778,0.441666667,0.042330337,0.8,0.1,0.428,0.216,0.112,0.244,0.004,2.3416667,1.3416667
BPP_750_120_0.1_0.8_3,Delorme,750,0.451611111,0.445833333,0.039103238,0.8,0.1,0.432,0.237333333,0.124,0.206666667,0.008,1.2916667,0.2916667
BPP_750_120_0.1_0.8_4,Delorme,750,0.4559,0.466666667,0.041173986,0.8,0.1,0.434666667,0.24,0.118666667,0.206666667,0.006666667,2.075,1.075
BPP_750_120_0.1_0.8_5,Delorme,750,0.444944444,0.433333333,0.04135009,0.8,0.1,0.413333333,0.230666667,0.134666667,0.221333333,0.008,2.2916667,0.2916667
BPP_750_120_0.1_0.8_6,Delorme,750,0.452955556,0.45,0.042184413,0.8,0.1,0.42,0.230666667,0.138666667,0.210666667,0.013333333,2.2833333,2.2833333
BPP_750_120_0.1_0.8_7,Delorme,750,0.4494,0.45,0.042929455,0.8,0.1,0.421333333,0.225333333,0.117333333,0.236,0.014666667,1.95,0.95
